yyyy-mm-dd,Daily Minimum Near-Surface Air Temperature(K),Daily Maximum Near-Surface Air Temperature(K),Daily Mean Near-Surface Specific Humidity(kgkg-1),vpd(kPa),Precipitation(mm)
2013/2/18,268.610352,275.263672,0.002696,0.16,0
2013/2/19,266.239197,275.718079,0.002471,0.17,0
2013/2/20,264.079712,272.701385,0.001805,0.17,0
2013/2/21,258.99353,269.810974,0.001275,0.15,0.407243
2013/2/22,258.442963,264.051147,0.00107,0.09,0
2013/2/23,249.895966,263.293427,0.000616,0.1,0
2013/2/24,248.976273,265.28775,0.000778,0.09,2.279159
2013/2/25,253.197876,265.777313,0.001053,0.08,1.076159
2013/2/26,257.057465,267.268677,0.001212,0.1,0
2013/2/27,254.071838,269.346863,0.000923,0.16,0
2013/2/28,257.149017,270.395721,0.001072,0.17,0
2013/3/1,257.645752,267.026184,0.001131,0.11,0
2013/3/2,252.057953,265.82486,0.00084,0.1,0
2013/3/3,252.07431,269.677094,0.000841,0.17,0
2013/3/4,262.611725,277.141998,0.001428,0.33,0
2013/3/5,265.06723,280.428497,0.001568,0.44,0
2013/3/6,271.060638,279.432526,0.002393,0.37,0
2013/3/7,265.455719,277.255341,0.002707,0.17,10.633251
2013/3/8,270.776733,277.331543,0.003079,0.2,2.399511
2013/3/9,257.399445,272.64209,0.00162,0.14,0.573608
2013/3/10,257.563324,271.931,0.00099,0.22,0
2013/3/11,261.596497,270.527557,0.001481,0.15,1.846154
2013/3/12,262.78775,269.787598,0.002191,0.04,1.913744
2013/3/13,258.390045,277.823212,0.001723,0.26,0
2013/3/14,268.137787,275.168304,0.002496,0.18,0.285934
2013/3/15,260.858429,277.386292,0.001335,0.33,0
2013/3/16,269.764526,282.148987,0.002419,0.44,0.302376
2013/3/17,274.047333,284.602844,0.003804,0.42,13.393488
2013/3/18,266.568787,273.131134,0.002258,0.15,3.612241
2013/3/19,266.874237,274.733948,0.002453,0.16,2.679789
2013/3/20,271.577881,274.792725,0.003216,0.12,9.796283
2013/3/21,270.281097,283.62796,0.002946,0.43,0
2013/3/22,270.820312,281.980896,0.003172,0.34,0
2013/3/23,269.85968,281.611145,0.002278,0.45,0
2013/3/24,268.708496,273.509766,0.003694,0,41.106205
2013/3/25,272.953888,283.103546,0.003906,0.32,1.224492
2013/3/26,272.393402,291.079041,0.003543,0.78,0
2013/3/27,275.845398,295.233948,0.003755,1.13,0
2013/3/28,276.703522,295.222595,0.00481,0.99,0.337139
2013/3/29,278.392273,288.429535,0.006015,0.4,3.886192
2013/3/30,273.587341,283.461761,0.004066,0.32,0
2013/3/31,271.819183,288.047913,0.003701,0.56,0
2013/4/1,274.97226,299.481079,0.004758,1.34,0
2013/4/2,277.3703,298.448792,0.005561,1.18,0
2013/4/3,279.427734,291.771942,0.00669,0.53,1.286504
2013/4/4,279.000122,288.664032,0.005997,0.43,10.534257
2013/4/5,273.658447,286.666443,0.003964,0.49,0
2013/4/6,274.631683,290.702484,0.004157,0.71,0
2013/4/7,274.4328,294.771271,0.004489,0.94,0
2013/4/8,279.179901,296.23175,0.006287,0.93,0.288828
2013/4/9,278.700806,299.093109,0.006792,1.1,2.021042
2013/4/10,282.941956,297.688721,0.007528,1,3.568954
2013/4/11,279.321259,289.493591,0.005659,0.54,2.739347
2013/4/12,275.667419,282.963257,0.004254,0.32,0
2013/4/13,273.625092,285.790405,0.003544,0.51,0
2013/4/14,271.749084,289.045746,0.002992,0.72,0
2013/4/15,276.678192,291.508972,0.005098,0.67,0
2013/4/16,281.813629,286.976929,0.006919,0.3,20.959869
2013/4/17,274.146912,289.182556,0.003888,0.65,0
2013/4/18,275.378632,283.877747,0.004076,0.38,1.308059
2013/4/19,272.002319,281.386139,0.003773,0.25,1.863637
2013/4/20,274.131836,279.181671,0.003567,0.25,1.350912
2013/4/21,269.430176,287.593201,0.003277,0.55,0
2013/4/22,278.457977,289.519104,0.004918,0.63,1.629445
2013/4/23,275.799683,298.334473,0.004835,1.24,1.851684
2013/4/24,281.044769,291.758301,0.006143,0.67,5.810299
2013/4/25,273.901337,284.605804,0.003933,0.4,0
2013/4/26,271.79895,279.457733,0.002754,0.33,0
2013/4/27,269.802246,281.462891,0.002889,0.34,0
2013/4/28,269.535278,281.151794,0.002632,0.37,0.466881
2013/4/29,269.507812,273.904083,0.00319,0.07,11.917282
2013/4/30,271.610321,284.6586,0.002853,0.52,0
2013/5/1,272.483002,287.999084,0.003394,0.62,0
2013/5/2,277.209106,286.218018,0.004429,0.48,4.50147
2013/5/3,275.239166,285.644379,0.004382,0.41,1.240345
2013/5/4,273.426971,280.735931,0.003895,0.24,0
2013/5/5,273.159576,285.631989,0.003382,0.51,0
2013/5/6,276.92099,297.192078,0.004727,1.18,0
2013/5/7,281.280914,296.56665,0.006432,1.01,1.241709
2013/5/8,280.168579,301.713348,0.00728,1.35,0
2013/5/9,287.509918,302.362518,0.008471,1.57,0
2013/5/10,283.823883,299.662262,0.008382,1.11,0
2013/5/11,287.539062,300.236542,0.008855,1.27,0.937523
2013/5/12,287.567871,295.949219,0.009578,0.76,0.428019
2013/5/13,280.173645,290.608765,0.003969,0.89,0
2013/5/14,273.957245,289.147461,0.003481,0.7,0
2013/5/15,273.991943,289.785706,0.004327,0.61,0.602411
2013/5/16,277.085876,290.747375,0.005201,0.62,0.653339
2013/5/17,275.698792,294.157318,0.003901,1.02,0
2013/5/18,280.007111,304.895477,0.006378,1.88,0
2013/5/19,282.620636,305.001648,0.008134,1.72,0
2013/5/20,283.498871,305.656952,0.008394,1.81,0
2013/5/21,282.057129,306.34787,0.00822,1.88,0
2013/5/22,282.40686,307.306183,0.008477,1.99,0
2013/5/23,282.509705,305.357513,0.009074,1.63,0
2013/5/24,287.365662,298.089905,0.0104,0.82,0.704609
2013/5/25,283.354706,300.985718,0.00913,1.11,2.917211
2013/5/26,284.313477,291.814209,0.0078,0.55,2.854639
2013/5/27,278.264069,298.582123,0.004921,1.32,0
2013/5/28,278.353821,299.136749,0.004967,1.37,0
2013/5/29,280.887604,300.810577,0.007402,1.26,0
2013/5/30,290.142639,301.667267,0.011874,1.13,9.623262
2013/5/31,283.225739,302.683472,0.011881,0.89,14.876375
2013/6/1,289.430054,301.320831,0.01222,0.99,6.424496
2013/6/2,291.618225,304.257843,0.013218,1.34,0
2013/6/3,289.720734,303.241211,0.012857,1.14,2.952147
2013/6/4,289.354431,301.599091,0.012505,0.98,2.52253
2013/6/5,288.659668,300.727753,0.011442,1,1.244157
2013/6/6,284.083008,300.794067,0.009014,1.14,0
2013/6/7,281.354034,298.014801,0.011377,0.4,3.4254
2013/6/8,288.526947,300.514343,0.011254,1,8.984083
2013/6/9,283.066772,302.933807,0.009891,1.21,3.064055
2013/6/10,289.805603,299.298035,0.012302,0.79,5.633996
2013/6/11,291.745789,298.196503,0.014851,0.43,12.004658
2013/6/12,286.989471,301.46582,0.009892,1.22,1.740377
2013/6/13,283.719116,297.806183,0.00879,0.86,0
2013/6/14,283.473755,299.403595,0.009415,0.91,0
2013/6/15,288.711304,302.986969,0.011915,1.19,3.937901
2013/6/16,290.498993,301.777649,0.013833,0.87,5.360599
2013/6/17,289.387604,297.290161,0.012425,0.55,6.788878
2013/6/18,285.187775,302.939178,0.00909,1.43,0
2013/6/19,282.437714,301.267883,0.011054,0.82,9.694225
2013/6/20,291.242279,301.781921,0.012255,1.15,10.488788
2013/6/21,283.519073,301.266876,0.007704,1.37,0
2013/6/22,285.457306,299.486328,0.00984,0.94,9.972224
2013/6/23,279.163818,293.391144,0.006394,0.68,0
2013/6/24,278.412567,297.70108,0.006699,0.97,0
2013/6/25,288.055939,297.120453,0.009984,0.83,0
2013/6/26,286.352692,299.485016,0.011391,0.75,4.24825
2013/6/27,291.758362,306.262909,0.013448,1.59,0
2013/6/28,288.728943,309.930023,0.012013,2.19,0
2013/6/29,289.343719,302.434723,0.012887,1.02,3.428488
2013/6/30,284.727875,298.581085,0.009416,0.88,0
2013/7/1,283.073151,300.789215,0.009014,1.1,0
2013/7/2,282.69458,303.499786,0.009699,1.3,0
2013/7/3,284.997742,303.31897,0.010163,1.3,0
2013/7/4,287.093567,300.937134,0.011738,0.89,0.73373
2013/7/5,284.191895,300.789581,0.009176,1.12,0
2013/7/6,283.82016,302.855225,0.009629,1.27,0
2013/7/7,287.481964,304.017883,0.012073,1.23,0
2013/7/8,288.666321,302.490509,0.015095,0.66,9.14289
2013/7/9,292.089783,296.305481,0.013775,0.44,6.992572
2013/7/10,286.673889,303.882629,0.010661,1.38,0
2013/7/11,282.164917,300.647705,0.01239,0.54,2.494069
2013/7/12,286.654358,299.721161,0.010204,0.97,1.85286
2013/7/13,282.679596,301.466309,0.007932,1.32,0
2013/7/14,283.096222,301.881409,0.009042,1.22,0
2013/7/15,290.684509,295.738251,0.012718,0.45,14.40016
2013/7/16,289.113739,301.909363,0.013768,0.81,12.77366
2013/7/17,287.906952,302.618225,0.012641,0.99,0
2013/7/18,287.23941,302.83728,0.012216,1.05,0
2013/7/19,288.206573,303.554993,0.012844,1.1,0
2013/7/20,291.719025,303.808044,0.014835,1.05,1.965051
2013/7/21,291.958893,309.459381,0.013333,2.11,0.39406
2013/7/22,287.20929,298.599945,0.008659,1.12,0
2013/7/23,280.965424,302.443939,0.007862,1.38,0
2013/7/24,286.741364,304.779907,0.012061,1.29,8.26661
2013/7/25,286.614075,304.256042,0.009848,1.55,0
2013/7/26,286.110535,303.784576,0.010325,1.39,0
2013/7/27,289.735748,297.011658,0.010977,0.76,0.427568
2013/7/28,282.028687,292.643341,0.007969,0.49,0
2013/7/29,282.730316,294.998901,0.008356,0.64,0
2013/7/30,282.077393,295.231506,0.008408,0.62,0
2013/7/31,282.548187,303.555206,0.00848,1.48,0
2013/8/1,287.57251,306.232635,0.009186,1.97,6.545339
2013/8/2,285.6633,298.871704,0.011687,0.61,0.899028
2013/8/3,288.392517,302.327209,0.011721,1.12,0.328297
2013/8/4,289.443146,300.121429,0.01163,0.95,6.385945
2013/8/5,282.404083,298.974915,0.008549,0.95,0
2013/8/6,287.242371,300.932983,0.009116,1.29,0
2013/8/7,282.437408,299.828247,0.008445,1.06,0
2013/8/8,284.068848,301.865204,0.010592,1.02,3.417547
2013/8/9,288.211456,306.021881,0.011945,1.56,1.688676
2013/8/10,289.752991,300.362488,0.01397,0.65,8.232011
2013/8/11,289.138733,299.176117,0.012059,0.77,1.83077
2013/8/12,282.96756,299.561401,0.008359,1.06,0
2013/8/13,282.329468,300.656128,0.00818,1.18,0
2013/8/14,283.107239,302.00473,0.009427,1.17,0.313701
2013/8/15,287.637329,301.769257,0.011208,1.09,3.499803
2013/8/16,288.372253,297.18573,0.01155,0.62,0
2013/8/17,288.752014,299.505249,0.012581,0.71,0.444141
2013/8/18,285.164948,296.024261,0.013388,0.08,6.091466
2013/8/19,284.23642,299.295624,0.012904,0.41,50.854576
2013/8/20,283.43808,295.176575,0.011959,0.14,31.784067
2013/8/21,282.986328,297.463196,0.007717,0.96,0.28598
2013/8/22,282.543182,298.295441,0.0089,0.84,0
2013/8/23,282.679474,297.407776,0.01206,0.29,31.496582
2013/8/24,285.401031,295.42041,0.009907,0.56,1.131166
2013/8/25,282.837982,298.933655,0.008939,0.91,0
2013/8/26,285.196594,298.408264,0.011488,0.58,10.734706
2013/8/27,288.855469,298.713623,0.012339,0.67,2.977453
2013/8/28,285.269928,297.996979,0.010636,0.67,0.33744
2013/8/29,283.438965,294.751831,0.009053,0.54,0
2013/8/30,281.346436,295.12265,0.007922,0.66,0
2013/8/31,282.357605,299.071655,0.008392,0.98,0.850604
2013/9/1,283.772125,298.694244,0.009736,0.8,0
2013/9/2,284.524597,299.53479,0.010068,0.87,0
2013/9/3,281.721741,300.178589,0.008897,1,0
2013/9/4,284.132538,300.308899,0.009385,1.04,0.578244
2013/9/5,285.588776,301.80191,0.010628,1.08,0
2013/9/6,286.418396,298.636383,0.012039,0.58,1.317407
2013/9/7,286.382568,297.252075,0.012621,0.36,29.285551
2013/9/8,286.999969,298.479614,0.011446,0.68,0
2013/9/9,282.51178,302.423218,0.008175,1.39,0
2013/9/10,284.868225,302.606415,0.010116,1.22,0.378463
2013/9/11,284.175812,300.566406,0.008307,1.23,0
2013/9/12,282.194122,304.324188,0.00794,1.65,0
2013/9/13,285.236725,303.695831,0.010857,1.26,1.205132
2013/9/14,288.467499,303.579376,0.012316,1.19,0.37673
2013/9/15,287.197968,302.164612,0.01234,0.95,0
2013/9/16,287.974121,301.84552,0.012319,0.96,0
2013/9/17,288.452057,301.901062,0.012438,0.97,0
2013/9/18,286.930023,301.110291,0.011786,0.9,0
2013/9/19,288.675079,297.350433,0.012022,0.58,13.77557
2013/9/20,281.148163,293.143158,0.007623,0.55,0
2013/9/21,278.882629,293.39447,0.006952,0.59,0
2013/9/22,282.025818,292.792023,0.008682,0.39,1.091541
2013/9/23,285.229492,292.062836,0.009317,0.38,8.44317
2013/9/24,279.79306,292.228455,0.010718,0,16.089157
2013/9/25,283.506989,289.16745,0.009432,0.11,8.355442
2013/9/26,277.578033,291.212463,0.006256,0.5,0
2013/9/27,278.342712,291.259949,0.006568,0.48,0
2013/9/28,277.14917,292.171692,0.005838,0.62,0
2013/9/29,276.500641,291.620758,0.005409,0.63,0
2013/9/30,274.815186,291.720398,0.005434,0.59,0
2013/10/1,279.718109,290.878021,0.006836,0.46,1.256655
2013/10/2,285.228546,294.137543,0.008699,0.63,4.606085
2013/10/3,279.843048,288.583527,0.006153,0.43,0
2013/10/4,274.430115,289.419067,0.004087,0.64,0
2013/10/5,279.332733,289.050385,0.006169,0.44,2.718251
2013/10/6,277.501892,286.295959,0.005788,0.29,13.106869
2013/10/7,272.667999,288.787231,0.004489,0.5,0
2013/10/8,277.447357,291.054108,0.006328,0.48,0
2013/10/9,284.781525,295.032471,0.010066,0.47,4.573611
2013/10/10,278.421906,284.875061,0.005766,0.25,2.390147
2013/10/11,276.380035,288.325745,0.00684,0.21,26.774488
2013/10/12,278.097412,289.557495,0.006291,0.41,0.922388
2013/10/13,273.851593,291.90155,0.00448,0.72,0.315068
2013/10/14,277.618408,290.144775,0.005868,0.49,0.345711
2013/10/15,279.673767,294.721924,0.007391,0.65,1.997097
2013/10/16,280.991577,292.072662,0.00827,0.37,1.341999
2013/10/17,282.261688,288.419556,0.009715,0,6.235567
2013/10/18,279.437744,293.821106,0.008366,0.43,25.608727
2013/10/19,276.51593,286.512085,0.004922,0.4,0
2013/10/20,278.8013,286.668854,0.006144,0.29,0.289051
2013/10/21,282.226227,290.812653,0.007422,0.46,22.877951
2013/10/22,278.113922,287.659912,0.007367,0.14,15.170207
2013/10/23,275.488892,288.177948,0.005376,0.4,0
2013/10/24,274.847839,289.876923,0.005136,0.51,1.134256
2013/10/25,275.850006,280.238647,0.005262,0.07,16.449085
2013/10/26,274.182831,281.518097,0.00418,0.24,0.975661
2013/10/27,267.490631,268.654602,0.004641,0,16.669302
2013/10/28,270.380737,279.593414,0.003599,0.18,2.643488
2013/10/29,269.822998,278.639893,0.00291,0.25,0
2013/10/30,268.98996,282.352325,0.002761,0.38,0
2013/10/31,273.669006,285.495819,0.003611,0.48,0.620663
2013/11/1,275.094269,279.909943,0.004716,0.12,0.823515
2013/11/2,269.371613,278.622711,0.002856,0.24,0
2013/11/3,267.967102,280.720306,0.002797,0.3,0
2013/11/4,271.257904,283.156525,0.004372,0.21,1.559808
2013/11/5,277.738068,282.888153,0.006267,0.07,7.246523
2013/11/6,278.009674,281.623962,0.006174,0.04,3.103348
2013/11/7,282.053894,286.456482,0.00642,0.36,10.579156
2013/11/8,276.96228,283.904297,0.005746,0.17,0
2013/11/9,273.066467,287.346558,0.004481,0.43,0
2013/11/10,278.832642,285.892853,0.005533,0.35,5.030901
2013/11/11,286.148468,289.980408,0.006639,0.7,9.716204
2013/11/12,273.076874,284.057953,0.00484,0.22,3.157996
2013/11/13,269.034729,284.090973,0.002956,0.43,0
2013/11/14,272.790527,286.673676,0.003228,0.58,0
2013/11/15,272.454163,289.060913,0.003523,0.66,0.976952
2013/11/16,272.028564,282.939636,0.003604,0.34,0
2013/11/17,273.521759,284.311096,0.004959,0.22,7.92778
2013/11/18,278.491486,289.523682,0.006879,0.33,2.288771
2013/11/19,270.823578,285.555725,0.004517,0.29,7.35522
2013/11/20,270.676361,285.942902,0.003169,0.51,0
2013/11/21,272.379578,285.347046,0.003551,0.46,0
2013/11/22,273.450287,287.788391,0.004075,0.52,0
2013/11/23,274.203735,290.711731,0.004559,0.64,0
2013/11/24,277.711334,288.313385,0.006929,0.23,0.56706
2013/11/25,273.014343,284.565704,0.005323,0.16,1.26393
2013/11/26,267.866119,284.627441,0.002916,0.44,0
2013/11/27,275.384552,289.623993,0.005492,0.46,0.532937
2013/11/28,288.626526,289.908417,0.008588,0.53,13.831278
2013/11/29,275.027252,285.166748,0.004465,0.37,0.579683
2013/11/30,270.147247,279.486664,0.003007,0.26,0.312045
2013/12/1,272.853302,279.092712,0.00331,0.26,0.800182
2013/12/2,277.999146,290.791443,0.00685,0.4,1.800598
2013/12/3,275.165558,287.782806,0.004503,0.5,1.937805
2013/12/4,273.694611,286.617798,0.003929,0.49,0
2013/12/5,270.078339,285.251038,0.003297,0.45,0
2013/12/6,274.470367,292.347534,0.004437,0.77,0
2013/12/7,277.604584,294.982391,0.005816,0.84,0
2013/12/8,279.172028,292.934631,0.006973,0.56,0.689803
2013/12/9,278.857574,286.396484,0.006888,0.17,1.557623
2013/12/10,279.621796,288.831665,0.007712,0.2,3.42608
2013/12/11,283.274506,283.274506,0.006872,0.19,13.746675
2013/12/12,266.722809,285.694489,0.004322,0.26,7.674239
2013/12/13,262.145905,267.849792,0.001481,0.11,0
2013/12/14,263.013977,269.764771,0.001709,0.12,0
2013/12/15,263.403564,270.013275,0.001894,0.1,0
2013/12/16,260.324432,268.846313,0.001561,0.1,0
2013/12/17,260.110931,271.806274,0.001585,0.15,0
2013/12/18,266.00061,272.256042,0.002339,0.11,2.816793
2013/12/19,269.000519,272.919403,0.002999,0.07,0
2013/12/20,265.391022,274.132935,0.002707,0.08,0
2013/12/21,270.280212,277.594421,0.003734,0.1,2.138153
2013/12/22,267.636841,275.780762,0.003046,0.11,17.80234
2013/12/23,262.2948,273.903351,0.002229,0.11,0.405024
2013/12/24,261.580627,277.673828,0.002189,0.21,0
2013/12/25,268.198883,274.817505,0.00308,0.08,5.585385
2013/12/26,259.82666,270.037964,0.001651,0.1,0
2013/12/27,264.756104,275.648712,0.002528,0.14,3.33238
2013/12/28,260.649078,269.271393,0.001651,0.09,0
2013/12/29,259.848755,273.491943,0.002191,0.09,4.247495
2013/12/30,253.612091,262.590302,0.000674,0.1,0
2013/12/31,258.031219,268.818848,0.001468,0.09,0
2014/1/1,266.462677,280.38327,0.002728,0.28,0
2014/1/2,271.751007,283.176575,0.004686,0.17,8.334882
2014/1/3,275.321655,283.246948,0.005489,0.14,10.468972
2014/1/4,272.606842,278.903534,0.003347,0.24,0.60152
2014/1/5,264.675354,278.168274,0.002821,0.17,1.022722
2014/1/6,262.230652,266.600433,0.00131,0.12,1.259623
2014/1/7,255.595444,266.629242,0.000999,0.11,0
2014/1/8,264.069458,273.672363,0.002026,0.16,0.984586
2014/1/9,257.803925,270.233398,0.00131,0.14,0
2014/1/10,259.225952,271.588409,0.001284,0.18,0
2014/1/11,266.082092,271.288696,0.002027,0.14,2.181949
2014/1/12,258.238831,271.104889,0.001642,0.11,2.347704
2014/1/13,253.557846,265.962372,0.000867,0.11,0
2014/1/14,255.967468,271.636139,0.001356,0.15,0.757886
2014/1/15,262.503174,271.286163,0.001862,0.12,0
2014/1/16,255.509247,265.184448,0.001042,0.08,0
2014/1/17,254.49527,264.399902,0.000891,0.09,0.306782
2014/1/18,258.578552,265.953369,0.001307,0.08,0
2014/1/19,256.946106,270.897095,0.00155,0.11,0
2014/1/20,266.059784,273.10202,0.002219,0.14,3.3132
2014/1/21,270.246063,275.171783,0.002942,0.15,5.662162
2014/1/22,266.315125,274.245422,0.002206,0.18,0.409815
2014/1/23,266.605133,272.037048,0.002188,0.13,0
2014/1/24,266.288239,275.65274,0.002169,0.22,0
2014/1/25,270.424744,278.920593,0.002937,0.26,0.575328
2014/1/26,266.147705,272.477814,0.002808,0.04,3.368471
2014/1/27,263.959259,277.424927,0.002811,0.14,3.265358
2014/1/28,260.450012,266.246063,0.00112,0.13,0
2014/1/29,258.348358,269.276398,0.001126,0.15,0
2014/1/30,260.919678,270.530548,0.001475,0.15,0
2014/1/31,260.026245,271.055115,0.001318,0.17,1.672414
2014/2/1,259.914337,273.234833,0.001338,0.21,0
2014/2/2,260.93042,275.0448,0.001319,0.27,0
2014/2/3,261.614502,271.222809,0.001667,0.14,3.104801
2014/2/4,265.035248,274.786224,0.002814,0.08,12.120486
2014/2/5,261.077332,273.01004,0.001871,0.14,0
2014/2/6,259.919098,272.603485,0.001415,0.19,0
2014/2/7,259.897949,273.400055,0.001509,0.19,0
2014/2/8,259.90567,274.651672,0.001564,0.21,0
2014/2/9,260.02829,271.596497,0.001846,0.1,5.050087
2014/2/10,251.329147,263.549225,0.000734,0.09,0
2014/2/11,255.795273,266.27066,0.001025,0.1,0
2014/2/12,257.452637,270.689026,0.001241,0.16,0
2014/2/13,254.748718,273.864563,0.001266,0.2,0
2014/2/14,263.615417,278.815521,0.00305,0.14,9.226411
2014/2/15,275.385834,282.150726,0.004272,0.28,7.203953
2014/2/16,275.380157,282.926239,0.004535,0.27,7.030541
2014/2/17,269.892487,278.682709,0.003025,0.23,0.920861
2014/2/18,270.010162,275.057465,0.003008,0.13,0.83272
2014/2/19,270.480042,274.706268,0.002965,0.14,0
2014/2/20,268.49292,274.825439,0.002566,0.17,1.469641
2014/2/21,270.275024,278.665039,0.002585,0.3,0.377415
2014/2/22,268.679596,273.903412,0.002403,0.17,0
2014/2/23,265.40274,273.621307,0.001719,0.22,0
2014/2/24,263.346527,271.472412,0.001285,0.22,0.725185
2014/2/25,263.731415,272.789398,0.001154,0.27,1.364673
2014/2/26,267.204651,278.914062,0.003075,0.19,14.526457
2014/2/27,276.085175,284.69458,0.004511,0.37,1.603397
2014/2/28,276.743896,286.502502,0.004929,0.41,6.304494
2014/3/1,279.238953,286.331451,0.004839,0.49,8.059435
2014/3/2,271.304199,282.636932,0.003074,0.39,0
2014/3/3,268.272034,281.40683,0.002384,0.39,0
2014/3/4,266.497742,275.142212,0.00221,0.2,0
2014/3/5,264.733368,271.033813,0.001802,0.15,0
2014/3/6,264.30014,270.404602,0.001699,0.15,0.560771
2014/3/7,264.735046,270.533905,0.001919,0.12,0.32414
2014/3/8,263.347778,276.931793,0.001945,0.25,0
2014/3/9,271.427521,279.481842,0.002901,0.3,3.611231
2014/3/10,266.265625,271.168671,0.003394,0,10.719607
2014/3/11,274.429047,285.00531,0.003696,0.47,41.095131
2014/3/12,263.008789,274.08017,0.002937,0.02,10.094054
2014/3/13,269.567047,281.563202,0.002456,0.41,0
2014/3/14,269.284454,283.951935,0.002696,0.47,0
2014/3/15,269.920349,287.171265,0.002813,0.61,0
2014/3/16,270.388794,287.03833,0.003225,0.55,0
2014/3/17,272.598145,290.060028,0.004104,0.63,1.756714
2014/3/18,277.246033,290.4935,0.006212,0.45,4.554125
2014/3/19,275.538605,286.623505,0.004053,0.52,0
2014/3/20,273.873291,284.164276,0.004132,0.35,5.79151
2014/3/21,271.631195,282.125916,0.003481,0.31,6.115453
2014/3/22,269.285278,275.443054,0.002381,0.23,0
2014/3/23,268.739075,274.099213,0.002486,0.17,0
2014/3/24,267.445312,281.289246,0.002611,0.34,0
2014/3/25,270.763428,282.229248,0.00288,0.39,0
2014/3/26,272.207733,287.532196,0.003195,0.62,0
2014/3/27,269.796753,281.34787,0.002819,0.35,0
2014/3/28,268.579773,275.895355,0.003821,0.01,32.67926
2014/3/29,263.187042,272.905396,0.001965,0.14,0.371139
2014/3/30,263.644012,277.584778,0.002144,0.24,0
2014/3/31,267.723572,283.961334,0.002732,0.43,0.406682
2014/4/1,276.984467,290.138519,0.005978,0.46,0.424474
2014/4/2,281.017365,290.117065,0.00705,0.43,8.54364
2014/4/3,277.066132,288.732758,0.005605,0.44,0.628024
2014/4/4,275.243652,295.210999,0.004791,0.95,0.573797
2014/4/5,278.643951,290.705414,0.006826,0.42,18.602365
2014/4/6,279.532379,285.983673,0.007412,0.09,40.773857
2014/4/7,276.322906,285.666626,0.004674,0.4,5.721539
2014/4/8,273.652496,287.303131,0.004603,0.42,3.938805
2014/4/9,279.548798,297.477875,0.005784,1.12,2.173177
2014/4/10,279.898987,292.375122,0.006235,0.66,6.127183
2014/4/11,274.249817,285.415192,0.004035,0.43,0
2014/4/12,272.725372,284.63092,0.003389,0.46,0
2014/4/13,272.319397,287.845764,0.003542,0.58,0.553083
2014/4/14,278.437012,289.501465,0.005729,0.5,19.084385
2014/4/15,270.620911,282.641785,0.002598,0.45,0
2014/4/16,271.965332,281.955963,0.00261,0.45,0
2014/4/17,272.668884,283.56424,0.002316,0.57,0
2014/4/18,274.961121,289.512695,0.003254,0.78,0
2014/4/19,273.451019,292.150452,0.003862,0.82,0
2014/4/20,275.488281,292.607239,0.004152,0.86,0
2014/4/21,275.527313,297.237457,0.00403,1.25,0.517157
2014/4/22,280.148254,290.130524,0.00692,0.42,6.604319
2014/4/23,285.770813,297.929596,0.008615,0.99,8.194341
2014/4/24,280.478149,293.284576,0.006438,0.71,0.416598
2014/4/25,277.722931,293.004181,0.005203,0.79,0
2014/4/26,276.381775,287.078369,0.004932,0.43,0
2014/4/27,275.42453,289.227112,0.004605,0.57,0
2014/4/28,274.516479,287.863586,0.003563,0.63,0
2014/4/29,271.365936,283.395294,0.00331,0.39,0
2014/4/30,270.183197,287.376434,0.003107,0.58,0
2014/5/1,274.493378,292.516449,0.004377,0.79,0
2014/5/2,274.921082,293.417053,0.004474,0.85,0
2014/5/3,276.063416,292.268555,0.004988,0.72,0
2014/5/4,278.783081,293.465088,0.006159,0.71,0
2014/5/5,281.721527,300.969391,0.006716,1.41,0
2014/5/6,281.789368,297.08194,0.007769,0.87,1.208336
2014/5/7,278.616089,300.638794,0.007271,1.18,0.669103
2014/5/8,279.522095,293.354309,0.007941,0.46,6.52784
2014/5/9,273.786621,292.516998,0.00365,0.89,0
2014/5/10,277.152039,299.77533,0.006077,1.23,0
2014/5/11,279.173706,303.837402,0.007489,1.54,0
2014/5/12,282.242371,304.304871,0.007859,1.66,0
2014/5/13,280.657837,297.511078,0.011145,0.36,5.15992
2014/5/14,278.800293,294.320343,0.010264,0.16,6.333135
2014/5/15,283.12738,293.22821,0.007962,0.58,6.919869
2014/5/16,277.689117,296.127777,0.006664,0.81,0
2014/5/17,279.044556,298.094452,0.006465,1.06,0
2014/5/18,281.734009,301.453491,0.007672,1.32,0.300609
2014/5/19,284.808014,294.401825,0.008219,0.7,2.284605
2014/5/20,286.314301,289.673309,0.009981,0.18,7.397315
2014/5/21,283.608978,294.320099,0.00893,0.54,9.196699
2014/5/22,280.190887,293.401001,0.005963,0.78,0.49238
2014/5/23,279.791016,292.521576,0.006484,0.63,0.86696
2014/5/24,280.610992,297.164185,0.007308,0.9,1.552448
2014/5/25,281.222717,296.202209,0.007858,0.76,0.868454
2014/5/26,278.562195,289.958923,0.007381,0.28,2.923445
2014/5/27,279.894897,293.358673,0.007082,0.6,0
2014/5/28,281.413391,293.662842,0.007857,0.56,0.445761
2014/5/29,281.922455,297.128693,0.007053,0.99,0.492885
2014/5/30,277.333618,298.61853,0.005201,1.25,0
2014/5/31,277.521484,294.858368,0.006842,0.68,0
2014/6/1,287.541656,304.977692,0.010531,1.59,0
2014/6/2,290.796143,296.167938,0.01256,0.52,9.973552
2014/6/3,284.99646,297.272675,0.009211,0.8,0
